ModelID,Scenario,SelectionRule,Method,SampleSize,alpha,TestStatCont,CommonStdDev,TestStatBin,FWERControl,nArms,nEps,lEpType,Arms.Mean,Arms.std.dev,Arms.Prop,Arms.alloc.ratio,EP.Corr,WI,G,test.type,info_frac,typeOfDesign,MultipleWinners,Selection,SelectionLook,SelectEndPoint,SelectionScale,SelectionCriterion,SelectionParmeter,KeepAssosiatedEps,ImplicitSSR,nSimulation,Seed,SummaryStat,plotGraphs,Parallel
26,"Normal,CER,t-equal",Random,CER,500,0.025,z,FALSE,,None,5,2,"list(EP1=""Continuous"",""EP2""=""Continuous"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))",NA,"c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
27,"Normal,CER,t-equal",Conservative,CER,500,0.025,z,FALSE,,None,5,2,"list(EP1=""Continuous"",""EP2""=""Continuous"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))",NA,"c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-1.011735,TRUE,Selection,1,100,FALSE,FALSE,TRUE
28,"Normal,CER,t-equal",Normal,CER,500,0.025,z,FALSE,,None,5,2,"list(EP1=""Continuous"",""EP2""=""Continuous"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))",NA,"c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
29,"Normal,CER,t-equal",Aggressive,CER,500,0.025,z,FALSE,,None,5,2,"list(EP1=""Continuous"",""EP2""=""Continuous"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))",NA,"c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,1.011735,TRUE,Selection,1,100,FALSE,FALSE,TRUE
30,"Normal,CER,t-equal",Utra-Aggressive,CER,500,0.025,z,FALSE,,None,5,2,"list(EP1=""Continuous"",""EP2""=""Continuous"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))",NA,"c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
31,"Binary,CombPValue,UnPooled",Random,CombPValue,500,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
32,"Binary,CombPValue,UnPooled",Conservative,CombPValue,500,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
33,"Binary,CombPValue,UnPooled",Normal,CombPValue,500,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
34,"Binary,CombPValue,UnPooled",Aggressive,CombPValue,500,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
35,"Binary,CombPValue,UnPooled",Utra-Aggressive,CombPValue,500,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
36,"Binary,CER,UnPooled",Random,CER,300,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
37,"Binary,CER,UnPooled",Conservative,CER,300,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
38,"Binary,CER,UnPooled",Normal,CER,300,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
39,"Binary,CER,UnPooled",Aggressive,CER,300,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
40,"Binary,CER,UnPooled",Utra-Aggressive,CER,300,0.025,,FALSE,UnPooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
41,"Binary,CombPValue,Pooled",Random,CombPValue,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
42,"Binary,CombPValue,Pooled",Conservative,CombPValue,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
43,"Binary,CombPValue,Pooled",Normal,CombPValue,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
44,"Binary,CombPValue,Pooled",Aggressive,CombPValue,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
45,"Binary,CombPValue,Pooled",Utra-Aggressive,CombPValue,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
46,"Binary,CER,Pooled",Random,CER,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
47,"Binary,CER,Pooled",Conservative,CER,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
48,"Binary,CER,Pooled",Normal,CER,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
49,"Binary,CER,Pooled",Aggressive,CER,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
50,"Binary,CER,Pooled",Utra-Aggressive,CER,300,0.025,,FALSE,Pooled,None,5,2,"list(EP1=""Binary"",""EP2""=""Binary"")",NA,NA,"list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
51,"Normal-Binary,CombPValue,t-equal,UnPooled",Random,CombPValue,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
52,"Normal-Binary,CombPValue,t-equal,UnPooled",Conservative,CombPValue,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
